commit_id,url,label
57f2ccb,https://github.com/spring-projects/spring-webflow,1
8471904,https://github.com/pingidentity/ldapsdk,1
57d01e2,https://github.com/apache/camel,1
d7ea3f4,https://github.com/jenkinsci/jenkins,1
2835bb4,https://github.com/apache/tomcat,1
359c7ee,https://github.com/apache/tomcat55,1
772a9b9,https://github.com/apache/spark,1
d6a9898,https://github.com/apache/tomcat,1
50311be,https://github.com/apache/tomcat,1
00c0ee7,https://github.com/apache/hive,1
5dc5ca9,https://github.com/cloudfoundry/uaa,1
246a6db,https://github.com/spring-projects/spring-framework,1
0f76016,https://github.com/apache/tomcat80,1
843c2e6,https://github.com/bcgit/bc-java,1
e922f89,https://github.com/apache/camel,1
e8f043d,https://github.com/FasterXML/jackson-databind,1
47c2753,https://github.com/apache/kafka,1
54e5c91,https://github.com/apache/struts,1
24bc5ad,https://github.com/cloudfoundry/uaa,1
86b2e43,https://github.com/apache/tomcat,1
1338469,https://github.com/apache/cxf,1
c489416,https://github.com/hibernate/hibernate-validator,1
c93a87c,https://github.com/apache/camel,1
d72bd78,https://github.com/apache/poi,1
41138fe,https://github.com/ESAPI/esapi-java-legacy,1
63df429,https://github.com/apache/hive,1
3e8cfdc,https://github.com/sebfz1/wicket-jquery-ui,1
c9525ca,https://github.com/hibernate/hibernate-validator,1
4c33721,https://github.com/jythontools/jython,1
6f03921,https://github.com/apache/activemq,1
b15ab92,https://github.com/apache/shiro,1
cedc28d,https://github.com/apache/hadoop,1
566a8dd,https://github.com/jenkinsci/jenkins,1
ea8c0ce,https://github.com/cloudfoundry/uaa,1
fbf9673,https://github.com/jenkinsci/jenkins,1
a41ce68,https://github.com/apache/commons-compress,1
67dda07,https://github.com/apache/geronimo,1
3e5b045,https://github.com/apache/tomcat,1
26e6019,https://github.com/apache/jackrabbit,1
9233d9d,https://github.com/apache/tomcat,1
a222f2d,https://github.com/jenkinsci/gerrit-trigger-plugin,1
5b5cd6d,https://github.com/x-stream/xstream,1
8855988,https://github.com/spring-projects/spring-security,1
ec3d0db,https://github.com/apache/camel,1
460627e,https://github.com/cloudfoundry/uaa,1
630e1ba,https://github.com/apache/struts,1
87a4452,https://github.com/apache/openjpa,1
22c355b,https://github.com/apache/camel,1
01e6b25,https://github.com/apache/struts,1
2b31723,https://github.com/apache/cordova-plugin-file-transfer,1
40996ae,https://github.com/wildfly/wildfly-core,1
cbfd906,https://github.com/apache/xalan-j,1
af2cc9b,https://github.com/jenkinsci/email-ext-plugin,1
1c5d385,https://github.com/apache/ofbiz,1
2f08ba2,https://github.com/eclipse/jetty.project,1
84f32f4,https://github.com/letonez/libpam4j,1
9730cd6,https://github.com/cloudfoundry/uaa,1
1c6815a,https://github.com/spring-projects/spring-security-oauth,1
50a5306,https://github.com/bcgit/bc-java,1
b6ed986,https://github.com/apache/cxf-fediz,1
7e6f641,https://github.com/apache/struts,1
e585cd0,https://github.com/apache/commons-collections,1
ece65c1,https://github.com/apache/tomcat,1
08438a2,https://github.com/SonarSource/sonarqube,1
53e8bc2,https://github.com/eclipse/jetty.project,1
6613292,https://github.com/cloudfoundry/uaa,1
aff4d0a,https://github.com/spring-projects/spring-amqp,1
fc4c20f,https://github.com/apache/hadoop,1
f0c0fb1,https://github.com/apache/pdfbox,1
4092ede,https://github.com/bcgit/bc-java,1
c15c2ab,https://github.com/apache/tomcat80,1
774ef16,https://github.com/apache/commons-fileupload,1
f8a612d,https://github.com/apache/geronimo,1
1db7e02,https://github.com/spring-projects/spring-framework,1
73780ac,https://github.com/bcgit/bc-java,1
fc2179c,https://github.com/apache/struts,1
0127b02,https://github.com/apache/nifi,1
f46044b,https://github.com/qos-ch/logback,1
73afa0c,https://github.com/jenkinsci/jenkins,1
97a8d1d,https://github.com/restlet/restlet-framework-java,1
34c80da,https://github.com/apache/struts,1
adc06a7,https://github.com/apache/camel,1
0c49c85,https://github.com/apache/tika,1
abb0d47,https://github.com/inversoft/prime-jwt,1
66c2c5b,https://github.com/apache/cxf,1
1368817,https://github.com/cloudfoundry/uaa,1
8c55009,https://github.com/facebook/buck,1
ce19353,https://github.com/apache/camel,1
a1d523c,https://github.com/cloudfoundry/uaa,1
eeff2c3,https://github.com/FasterXML/jackson-dataformat-xml,1
a09b904,https://github.com/apache/santuario-java,1
8a04e80,https://github.com/apache/struts,1
44e4fbf,https://github.com/BigBadaboom/androidsvg,1
5a711c0,https://github.com/spring-projects/spring-framework,1
b091934,https://github.com/apache/lucene-solr,1
dfa4086,https://github.com/apache/tomcat,1
7d19340,https://github.com/apache/camel,1
8d7d0b7,https://github.com/looly/hutool,1
a2538ce,https://github.com/apache/tomcat,1
150bc79,https://github.com/apache/tomcat,1
639e209,https://github.com/apache/tomcat,1
15857a6,https://github.com/apache/struts,1
f2694a8,https://github.com/spring-projects/spring-framework,1
1735d7f,https://github.com/apache/tomcat,1
d814d22,https://github.com/vert-x3/vertx-web,1
eda3a79,https://github.com/kawasima/struts1-forever,1
dffba2c,https://github.com/apache/wicket,1
f230486,https://github.com/apache/lucene-solr,1
3523064,https://github.com/apache/struts,1
763a56b,https://github.com/apache/tomcat,1
f20aa38,https://github.com/apache/hadoop,1
ddfddfb,https://github.com/FasterXML/jackson-databind,1
593a244,https://github.com/apache/tomcat,1
28badf7,https://github.com/FasterXML/jackson-databind,1
8fcdb1a,https://github.com/apache/cordova-plugin-file-transfer,1
acdbe8c,https://github.com/apache/cxf-fediz,1
f5cfb2a,https://github.com/elastic/elasticsearch,1
4a19f96,https://github.com/jenkinsci/android-lint-plugin,1
4faaca9,https://github.com/apache/tomcat55,1
d442ff6,https://github.com/jenkinsci/depgraph-view-plugin,1
8afc5d1,https://github.com/apache/camel,1
d1bc093,https://github.com/apache/tika,1
3dc13b9,https://github.com/jenkinsci/jenkins,1
444b74e,https://github.com/spring-projects/spring-amqp,1
87935af,https://github.com/apache/struts,1
af1fa39,https://github.com/opennetworkinglab/onos,1
c3351d2,https://github.com/jenkinsci/jenkins,1
8a6a9e1,https://github.com/apache/tika,1
8ac74c3,https://github.com/jenkinsci/jenkins,1
90857e8,https://github.com/swagger-api/swagger-codegen,1
2306f5f,https://github.com/apache/struts,1
e4c13e3,https://github.com/spring-projects/spring-security,1
2281b1f,https://github.com/apache/camel,1
90c8983,https://github.com/apache/cxf-fediz,1
aacbc46,https://github.com/javamelody/javamelody,1
6612b5a,https://github.com/apache/ofbiz,1
73a0caf,https://github.com/apache/activemq,1
283df6f,https://github.com/apache/jackrabbit,1
784faba,https://github.com/square/okhttp,1
5eab756,https://github.com/cloudfoundry/uaa,1
89f6a59,https://github.com/apache/portals-pluto,1
723ea6a,https://github.com/apache/tomcat,1
b9696ac,https://github.com/apache/activemq,1
3ce42a4,https://github.com/cloudfoundry/uaa,1
bbf6751,https://github.com/cloudfoundry/uaa,1
e47a658,https://github.com/apache/ofbiz,1
190d7c8,https://github.com/apache/camel,1
67ecf3a,https://github.com/apache/struts,1
b7cbc53,https://github.com/ESAPI/esapi-java-legacy,1
fed1a1f,https://github.com/looly/hutool,1
8bf8fbd,https://github.com/apache/ofbiz,1
936c12a,https://github.com/sebfz1/wicket-jquery-ui,1
b3570be,https://github.com/x-stream/xstream,1
db26ade,https://github.com/apache/jackrabbit,1
90f8f62,https://github.com/apache/geode,1
b6b2a36,https://github.com/jenkinsci/jenkins,1
cfb6e9a,https://github.com/apache/struts,1
4f401c0,https://github.com/apache/camel,1
0314fe7,https://github.com/apache/tomcat55,1
d1baf6b,https://github.com/apache/lucene-solr,1
434e525,https://github.com/apache/karaf,1
c558f30,https://github.com/apache/camel,1
845eccb,https://github.com/apache/cxf,1
3dd2fec,https://github.com/apache/tomcat80,1
b350d5c,https://github.com/apache/poi,1
2d80e6c,https://github.com/bcgit/bc-java,1
7e71319,https://github.com/hibernate/hibernate-validator,1
c70b65c,https://github.com/spring-projects/spring-security,1
a54f3fb,https://github.com/cloudfoundry/uaa,1
7906420,https://github.com/bcgit/bc-java,1
9385b0e,https://github.com/bcgit/bc-java,1
acaac81,https://github.com/bcgit/bc-java,1
5dcc192,https://github.com/apache/logging-log4j2,1
1c9c6dd,https://github.com/cloudfoundry/uaa,1
4b9fb37,https://github.com/apache/qpid-broker-j,1
f8e943f,https://github.com/SvenEwald/xmlbeam,1
998cabf,https://github.com/apache/batik,1
d6e86e4,https://github.com/apache/jackrabbit,1
1df5596,https://github.com/apache/camel,1
2dfaede,https://github.com/apache/hadoop,1
ab6cbdc,https://github.com/apereo/java-cas-client,1
6d73b07,https://github.com/apache/tomcat80,1
6237766,https://github.com/spring-projects/spring-security-oauth,1
e67f688,https://github.com/apache/tomcat55,1
eb3f860,https://github.com/cloudfoundry/uaa,1
c8e3200,https://github.com/spring-projects/spring-framework,1
6e546ec,https://github.com/x-stream/xstream,1
090aa62,https://github.com/seam2/jboss-seam,1
5aa135f,https://github.com/apache/ofbiz,1
9c70abe,https://github.com/apache/cxf,1
24ad367,https://github.com/apache/activemq,1
6329518,https://github.com/cloudfoundry-incubator/credhub,1
816552a,https://github.com/apache/tomcat,1
1ffa6d1,https://github.com/apache/karaf,1
d752a41,https://github.com/apache/tomcat80,1
806949e,https://github.com/x-stream/xstream,1
1f824d8,https://github.com/apache/cxf,1
269a583,https://github.com/eclipse-vertx/vert.x,1
af3f54d,https://github.com/apache/camel,1
e02ff3a,https://github.com/spring-projects/spring-framework,1
58947c3,https://github.com/apache/struts,1
a51920d,https://github.com/eclipse/jetty.project,1
34b7c2b,https://github.com/jenkinsci/coverity-plugin,1
e246e5f,https://github.com/apache/tomcat,1
24c270c,https://github.com/cloudfoundry/uaa,1
91b803a,https://github.com/spring-projects/spring-framework,1
cc75fdc,https://github.com/sebfz1/wicket-jquery-ui,1
3e1010b,https://github.com/apache/tomcat,1
be3eb28,https://github.com/apache/tomcat55,1
2a2f1dc,https://github.com/apache/commons-compress,1
371f659,https://github.com/spring-projects/spring-data-commons,1
0ed45f3,https://github.com/hibernate/hibernate-validator,1
741b4b2,https://github.com/spring-projects/spring-framework,1
63c7c08,https://github.com/apache/camel,1
6b979d0,https://github.com/apache/camel,1
6ce32ff,https://github.com/FasterXML/jackson-databind,1
a3d3a7e,https://github.com/jenkinsci/git-plugin,1
46ae862,https://github.com/cloudfoundry-incubator/credhub,1
94a98b3,https://github.com/apache/cxf,1
521fecd,https://github.com/apache/openjpa,1
711cf02,https://github.com/apache/struts,1
212bb0f,https://github.com/kawasima/struts1-forever,1
ad38d84,https://github.com/jenkinsci/jenkins,1
fae6fab,https://github.com/apache/cxf,1
cfa213a,https://github.com/apache/karaf,1
f51f424,https://github.com/deeplearning4j/deeplearning4j,1
2c6964a,https://github.com/apache/camel,1
423aa28,https://github.com/spring-projects/spring-framework,1
b8e7fec,https://github.com/spring-projects/spring-data-jpa,1
4ade74d,https://github.com/sebfz1/wicket-jquery-ui,1
40e5880,https://github.com/apache/tomcat,1
0886e89,https://github.com/hibernate/hibernate-validator,1
c864908,https://github.com/spring-projects/spring-framework,1
b8cb9f5,https://github.com/apache/tomcat,1
5895d5c,https://github.com/rhuss/jolokia,1
1bb6445,https://github.com/eclipse/vert.x,1
8f269e2,https://github.com/spring-projects/spring-data-rest,1
51eb87a,https://github.com/apache/activemq,1
0299cb7,https://github.com/apache/tomcat55,1
883115e,https://github.com/wildfly/wildfly,1
d3c68ad,https://github.com/apache/openjpa,1
7d2365a,https://github.com/apache/sling,1
fba182c,https://github.com/belaban/JGroups,1
b28b78c,https://github.com/apache/struts,1
a080293,https://github.com/apache/commons-compress,1
236c3c5,https://github.com/apache/poi,1
ec3d54d,https://github.com/spring-projects/spring-webflow,1
9b39411,https://github.com/jenkinsci/jenkins,1
987168c,https://github.com/apache/jackrabbit,1
5dee853,https://github.com/spring-projects/spring-security,1
e564755,https://github.com/apache/activemq-apollo,1
3d8576f,https://github.com/spring-projects/spring-data-commons,1
fed4f8e,https://github.com/apache/struts,1
a9aff08,https://github.com/jenkinsci/jenkins,1
97af3d6,https://github.com/eclipse/jetty.project,1
5496e19,https://github.com/apache/tomcat,1
02c693f,https://github.com/apache/lucene-solr,1
3cfe34f,https://github.com/apache/struts,1
06b58aa,https://github.com/narkisr/nmap4j,1
696ec88,https://github.com/x-stream/xstream,1
22467b6,https://github.com/bcgit/bc-java,1
2baa1ab,https://github.com/eclipse/jetty.project,1
042f325,https://github.com/eclipse/jetty.project,1
10f5526,https://github.com/apache/camel,1
a9dd960,https://github.com/apache/tomcat,1
1435022,https://github.com/cloudfoundry/uaa,1
bdb6a18,https://github.com/apache/syncope,1
fd4eaed,https://github.com/hibernate/hibernate-validator,1
3e6ab85,https://github.com/jenkinsci/tikal-multijob-plugin,1
4491c08,https://github.com/apache/camel,1
c39b7ff,https://github.com/apache/tomcat80,1
3e4c790,https://github.com/apache/hadoop,1
3e7b5f0,https://github.com/eclipse/jetty.project,1
56b2b4f,https://github.com/swagger-api/swagger-codegen,1
73aed0a,https://github.com/apache/syncope,1
08e8ae2,https://github.com/spring-projects/spring-ldap,1
8ed6208,https://github.com/apache/cxf,1
66e227e,https://github.com/apache/tomcat80,1
d410251,https://github.com/apache/camel,1
64d9f83,https://github.com/apache/shiro,1
d934c6e,https://github.com/apache/struts,1
6867e44,https://github.com/jenkinsci/jenkins,1
769477b,https://github.com/apache/tomcat,1
cf181ed,https://github.com/apache/tomcat,1
42294cc,https://github.com/sebfz1/wicket-jquery-ui,1
4895eaa,https://github.com/jenkinsci/jenkins,1
8a59944,https://github.com/cloudfoundry/uaa,1
3f0730a,https://github.com/cloudfoundry/uaa,1
d0b81a1,https://github.com/eclipse/jetty.project,1
5c8560f,https://github.com/apache/tomcat,1
69d8f6b,https://github.com/kiegroup/jbpm-designer,1
b2083a3,https://github.com/jenkinsci/jenkins,1
50f0179,https://github.com/apache/tomcat80,1
7567488,https://github.com/apache/camel,1
27a9752,https://github.com/apache/camel,1
